VendorID,trip_distance,fare_amount,total_amount
1,21.8,53.5,55.0
1,21.8,85.6,115.5
2,21.8,83.5,92.75
2,21.8,70.0,87.11
1,21.8,70.0,99.19
1,21.8,70.0,99.19
1,21.8,62.5,70.94
2,21.8,70.0,96.23
1,21.8,70.0,99.19
1,21.8,89.1,112.0
1,21.8,70.0,90.9
2,21.8,70.0,98.88
2,21.8,82.8,89.05
1,21.8,70.0,99.19
1,21.8,82.8,107.99
1,21.8,70.0,82.69
2,21.8,110.8,133.71
2,21.8,82.8,92.99
1,21.8,102.8,118.18
2,21.8,70.0,97.13
2,21.8,70.0,100.89
2,21.8,70.0,98.88
1,21.8,70.0,97.69
1,21.8,70.0,80.94
2,21.8,70.0,98.88
1,21.8,60.5,68.94
2,21.8,70.0,102.92
2,21.8,70.0,98.88
1,21.8,85.6,102.73
1,21.8,70.0,105.19
2,21.8,70.0,98.88
1,21.8,79.3,99.05
2,21.8,70.0,80.19
1,21.8,83.5,92.82
2,21.8,70.0,97.69
2,21.8,83.5,104.44
1,21.8,70.0,99.19
1,21.8,62.5,76.14
2,21.8,113.0,118.0
2,21.8,103.5,131.88
1,21.8,50.5,52.0
1,21.8,70.0,96.19
1,21.8,46.5,48.0
1,21.8,102.1,152.93
1,21.8,70.0,92.69
1,21.8,70.0,101.14
2,21.8,70.0,95.88
1,21.8,70.0,82.69
1,21.8,80.7,100.0
1,21.8,70.0,92.69
1,21.8,70.0,90.9
2,21.8,70.0,97.13
2,21.8,80.0,92.5
1,21.8,70.0,87.69
2,21.8,70.0,80.19
1,21.8,70.0,87.69
1,21.8,70.0,82.69
1,21.8,70.0,82.69
1,21.8,70.0,100.0
2,21.8,70.0,91.69
1,21.8,70.0,96.9
1,21.8,70.0,87.69
1,21.8,70.0,103.34
1,21.8,70.0,99.19
1,21.8,70.0,97.69
1,21.8,70.0,100.84
1,21.8,84.2,87.45
1,21.8,131.8,152.55
2,21.8,82.1,110.4
1,21.8,70.0,99.19
1,21.8,54.5,62.94
1,21.8,99.3,147.18
2,21.8,70.0,90.55
1,21.8,59.5,67.94
2,21.8,82.8,113.99
1,21.8,70.0,75.75
2,21.79,79.3,93.55
2,21.79,70.0,82.69
2,21.79,91.2,115.99
2,21.79,70.0,95.88
2,21.79,102.1,149.38
2,21.79,70.0,95.19
2,21.79,70.0,107.33
2,21.79,70.0,75.75
2,21.79,70.0,98.88
2,21.79,70.0,80.19
2,21.79,70.0,97.13
2,21.79,81.4,91.59
2,21.79,122.0,149.95
2,21.79,70.0,85.94
2,21.79,70.0,97.13
2,21.79,102.1,135.0
2,21.79,70.0,80.94
2,21.79,70.0,104.88
2,21.79,91.9,132.48
2,21.79,70.0,98.88
2,21.79,70.0,92.69
2,21.79,70.0,87.11
2,21.79,70.0,82.69
2,21.79,70.0,80.19
2,21.79,70.0,82.69
2,21.79,70.0,82.69
2,21.79,70.0,99.23
2,21.79,103.1,127.27
2,21.79,70.0,99.23
2,21.79,70.0,95.88
2,21.79,85.6,98.29
2,21.79,70.0,104.88
2,21.79,105.2,118.64
2,21.79,95.4,116.84
2,21.79,70.0,99.23
2,21.78,98.0,127.5
2,21.78,70.0,98.88
2,21.78,70.0,98.88
2,21.78,70.0,98.88
2,21.78,97.5,107.69
2,21.78,70.0,90.96
2,21.78,86.3,124.21
2,21.78,70.0,81.5
2,21.78,70.0,85.75
2,21.78,70.0,95.88
2,21.78,70.0,88.69
2,21.78,87.7,97.89
2,21.78,70.0,104.88
2,21.78,70.0,92.69
2,21.78,80.7,84.95
2,21.78,70.0,92.69
2,21.78,86.3,124.55
2,21.78,70.0,92.69
2,21.78,70.0,98.88
2,21.78,70.0,99.23
2,21.78,70.0,98.88
2,21.78,70.0,93.69
2,21.78,86.3,107.05
2,21.78,70.0,82.69
2,21.78,109.8,120.24
2,21.78,70.0,98.88
2,21.78,82.1,107.5
2,21.78,70.0,99.23
2,21.78,70.0,98.88
2,21.77,70.0,90.69
2,21.77,70.0,90.69
2,21.77,70.0,99.23
2,21.77,70.0,90.75
2,21.77,70.0,82.19
2,21.77,70.0,80.94
2,21.77,70.0,99.8
2,21.77,70.0,92.69
2,21.77,79.3,99.91
2,21.77,70.0,102.92
2,21.77,70.0,95.88
2,21.77,83.5,97.25
2,21.77,70.0,98.88
2,21.77,84.9,89.15
2,21.77,70.0,82.69
2,21.77,109.1,111.85
2,21.77,70.0,82.69
2,21.77,70.0,97.69
2,21.77,99.6,107.85
2,21.77,132.0,150.0
2,21.77,82.1,93.29
2,21.77,70.0,97.69
2,21.77,84.9,95.09
2,21.77,82.1,112.25
2,21.77,70.0,100.0
2,21.77,70.0,109.17
2,21.77,70.0,95.09
2,21.77,111.5,136.75
2,21.77,70.0,90.55
2,21.77,87.7,97.89
2,21.76,70.0,99.23
2,21.76,90.5,140.81
2,21.76,70.0,94.25
2,21.76,70.0,94.69
2,21.76,70.0,98.88
2,21.76,70.0,98.88
2,21.76,119.9,128.08
2,21.76,82.1,102.07
2,21.76,70.0,82.69
2,21.76,70.0,97.13
2,21.76,100.0,129.38
2,21.76,70.0,97.69
2,21.76,70.0,94.69
2,21.76,70.0,98.88
2,21.76,70.0,84.69
2,21.76,70.0,98.88
2,21.76,70.0,80.19
2,21.76,70.0,94.69
2,21.76,70.0,98.88
2,21.76,112.6,166.69
2,21.76,70.0,82.69
2,21.76,70.0,87.69
2,21.76,80.7,95.89
2,21.76,70.0,80.94
2,21.76,84.9,89.15
2,21.76,70.0,103.36
2,21.76,70.0,87.69
2,21.76,70.0,98.88
2,21.76,70.0,82.69
2,21.75,70.0,100.94
2,21.75,70.0,98.88
2,21.75,79.3,90.49
2,21.75,70.0,98.88
2,21.75,70.0,99.23
2,21.75,70.0,104.88
2,21.75,70.0,90.55
2,21.75,70.0,98.88
2,21.75,70.0,95.88
2,21.75,103.5,148.2
2,21.75,70.0,85.19
2,21.75,70.0,91.8
2,21.75,70.0,98.88
2,21.75,70.0,87.11
2,21.75,70.0,99.23
2,21.75,70.0,98.88
2,21.75,70.0,90.55
2,21.75,70.0,105.23
2,21.75,70.0,98.88
2,21.75,80.0,106.75
2,21.75,70.0,96.69
2,21.75,79.3,85.05
2,21.75,70.0,98.88
2,21.75,70.0,98.88
2,21.75,70.0,99.23
2,21.75,70.0,82.69
2,21.75,81.4,112.01
2,21.75,70.0,99.8
2,21.75,70.0,94.25
2,21.75,70.0,82.69
2,21.75,70.0,101.69
2,21.75,70.0,99.23
2,21.75,70.0,80.75
2,21.75,70.0,98.88
2,21.75,81.4,109.91
2,21.75,70.0,99.88
2,21.75,135.0,202.44
2,21.75,70.0,98.88
2,21.75,80.0,106.75
2,21.75,102.8,148.78
2,21.75,70.0,98.88
2,21.75,70.0,104.88
2,21.74,70.0,90.96
2,21.74,70.0,105.23
2,21.74,70.0,94.69
2,21.74,70.0,90.69
2,21.74,70.0,104.88
2,21.74,70.0,97.69
2,21.74,70.0,103.13
2,21.74,70.0,92.75
2,21.74,80.0,110.5
2,21.74,70.0,90.55
2,21.74,70.0,85.19
2,21.74,70.0,97.69
2,21.74,70.0,98.88
2,21.74,70.0,98.88
2,21.74,80.7,101.59
2,21.74,70.0,85.19
2,21.74,84.2,104.95
2,21.74,116.4,119.65
2,21.74,70.0,90.55
2,21.74,70.0,98.88
2,21.74,70.0,105.23
2,21.74,70.0,97.13
2,21.74,166.1,206.37
2,21.74,70.0,107.5
2,21.74,70.0,98.88
2,21.74,70.0,98.88
2,21.74,70.0,105.23
2,21.74,70.0,99.23
2,21.74,70.0,102.92
2,21.74,70.0,82.69
2,21.74,87.7,94.88
2,21.74,88.4,118.62
2,21.74,70.0,82.19
2,21.74,70.0,94.19
2,21.73,70.0,92.69
2,21.73,83.5,105.3
2,21.73,70.0,87.69
2,21.73,83.5,87.75
2,21.73,87.7,111.79
2,21.73,82.8,105.91
2,21.73,70.0,96.55
2,21.73,112.2,122.95
2,21.73,70.0,92.5
2,21.73,80.7,91.89
2,21.73,70.0,74.0
2,21.73,70.0,92.69
2,21.73,86.3,92.81
2,21.73,84.9,97.59
2,21.73,92.6,102.79
2,21.73,70.0,74.0
2,21.73,70.0,98.88
2,21.73,70.0,102.92
2,21.73,88.4,125.55
2,21.73,70.0,109.17
2,21.73,70.0,98.88
2,21.73,70.0,106.97
2,21.73,80.0,90.19
2,21.73,70.0,80.94
2,21.73,70.0,90.55
2,21.73,70.0,106.97
2,21.73,70.0,96.2
2,21.73,90.5,100.69
2,21.73,84.9,98.34
2,21.73,70.0,96.69
2,21.73,70.0,104.88
2,21.73,70.0,80.19
2,21.73,70.0,102.23
2,21.73,80.7,101.59
2,21.73,70.0,90.55
2,21.73,102.1,156.12
2,21.73,79.3,99.06
2,21.73,162.6,178.98
2,21.73,70.0,104.88
2,21.73,70.0,99.23
2,21.73,98.9,128.63
2,21.73,70.0,104.88
2,21.73,70.0,97.13
2,21.73,70.0,82.69
2,21.73,70.0,92.69
2,21.73,70.0,92.69
2,21.73,70.0,97.13
2,21.73,82.1,111.6
2,21.73,70.0,80.94
2,21.73,86.3,112.75
2,21.73,70.0,103.36
2,21.73,70.0,98.88
2,21.73,70.0,87.69
2,21.73,70.0,98.88
2,21.73,70.0,90.96
2,21.73,70.0,99.23
2,21.73,105.6,143.98
2,21.73,81.4,114.05
2,21.73,70.0,104.88
2,21.73,70.0,102.92
2,21.73,70.0,80.19
2,21.72,70.0,98.88
2,21.72,70.0,100.69
2,21.72,64.47,65.47
2,21.72,70.0,103.13
2,21.72,70.0,106.97
2,21.72,70.0,75.75
2,21.72,80.7,92.89
2,21.72,70.0,109.61
2,21.72,70.0,82.69
2,21.72,70.0,90.55
2,21.72,70.0,92.69
2,21.72,70.0,82.69
2,21.72,90.5,106.25
2,21.72,70.0,99.23
2,21.72,80.0,99.9
2,21.72,82.1,85.35
2,21.72,84.2,94.39
2,21.72,88.4,93.4
2,21.72,102.1,156.58
2,21.72,70.0,99.23
2,21.72,70.0,92.69
2,21.72,70.0,90.69
2,21.72,85.6,88.85
2,21.72,80.7,110.27
2,21.72,82.8,101.05
2,21.72,70.0,90.69
2,21.72,70.0,86.84
2,21.72,70.0,97.13
2,21.72,133.9,164.23
2,21.72,70.0,92.69
2,21.72,70.0,87.69
2,21.72,70.0,98.88
2,21.72,70.0,96.55
2,21.72,70.0,99.23
2,21.71,80.7,92.2
2,21.71,70.0,100.84
2,21.71,70.0,97.95
2,21.71,70.0,92.69
2,21.71,70.0,97.13
2,21.71,70.0,90.55
2,21.71,70.0,92.61
2,21.71,70.0,99.23
2,21.71,70.0,98.88
2,21.71,70.0,98.88
2,21.71,70.0,99.23
2,21.71,70.0,90.96
2,21.71,70.0,90.55
2,21.71,70.0,98.88
2,21.71,70.0,85.19
2,21.71,70.0,98.88
2,21.71,70.0,82.69
2,21.71,70.0,95.09
2,21.71,70.0,99.23
2,21.71,100.7,127.7
2,21.71,70.0,89.69
2,21.71,70.0,82.69
2,21.71,70.0,82.69
2,21.71,133.9,172.25
2,21.71,70.0,99.23
2,21.71,70.0,100.2
2,21.71,70.0,98.88
2,21.71,70.0,98.88
2,21.71,96.1,128.25
2,21.7,70.0,89.31
1,21.7,70.0,97.69
2,21.7,70.0,96.69
1,21.7,74.5,76.0
2,21.7,70.0,90.55
2,21.7,70.0,99.23
2,21.7,70.0,98.88
1,21.7,70.0,82.69
2,21.7,80.7,101.59
2,21.7,70.0,75.75
1,21.7,70.0,92.94
2,21.7,79.3,105.49
2,21.7,70.0,92.69
1,21.7,70.0,82.69
1,21.7,70.0,85.75
2,21.7,80.7,100.39
1,21.7,70.0,97.09
2,21.7,70.0,80.19
1,21.7,150.0,151.0
2,21.7,70.0,82.69
1,21.7,66.5,77.54
1,21.7,91.2,103.99
2,21.7,70.0,95.09
1,21.7,70.0,80.94
1,21.7,84.9,95.09
2,21.7,70.0,92.75
1,21.7,99.3,140.06
1,21.7,70.0,88.8
1,21.7,63.5,71.94
2,21.7,81.4,95.7
1,21.7,70.0,105.19
1,21.7,70.0,90.19
2,21.7,70.0,105.23
1,21.7,70.0,97.09
2,21.7,70.0,98.88
1,21.7,70.0,84.0
2,21.7,70.0,96.55
1,21.7,70.0,95.94
2,21.7,70.0,95.09
1,21.7,70.0,75.75
2,21.7,95.4,116.9
1,21.7,70.0,99.24
2,21.7,70.0,98.88
1,21.7,84.2,101.89
2,21.7,81.4,97.34
1,21.7,70.0,109.59
2,21.7,70.0,94.69
2,21.7,70.0,85.75
2,21.7,70.0,75.75
2,21.7,70.0,104.88
1,21.7,70.0,98.04
1,21.7,70.0,99.19
1,21.7,70.0,99.19
1,21.7,80.0,90.19
1,21.7,63.5,70.2
1,21.7,85.6,91.35
1,21.7,63.5,65.0
1,21.7,70.0,96.69
1,21.7,81.4,91.59
2,21.7,70.0,99.8
1,21.7,50.5,52.0
1,21.7,102.1,126.48
1,21.7,70.0,94.09
1,21.7,60.5,62.0
1,21.7,70.0,92.69
1,21.7,70.0,82.69
2,21.7,88.4,103.59
1,21.7,70.0,103.34
2,21.7,90.0,91.0
2,21.7,70.0,98.88
1,21.7,70.0,99.19
2,21.7,98.2,122.64
1,21.7,70.0,109.59
1,21.7,70.0,94.69
1,21.7,70.0,82.69
1,21.7,70.0,80.94
2,21.7,90.5,122.03
1,21.7,70.0,82.69
1,21.7,21.5,23.0
1,21.7,80.0,90.19
2,21.7,70.0,103.36
2,21.7,100.7,141.7
2,21.7,70.0,94.25
2,21.7,70.0,80.94
1,21.7,70.0,99.19
2,21.7,70.0,97.13
2,21.7,70.0,96.55
1,21.7,70.0,105.19
1,21.7,70.0,99.19
2,21.7,101.4,146.88
1,21.7,70.0,80.75
2,21.7,70.0,90.75
1,21.7,70.0,105.19
2,21.7,70.0,95.09
2,21.7,80.7,88.95
1,21.7,65.5,79.14
1,21.7,78.6,107.74
1,21.7,70.0,87.69
1,21.7,70.0,99.19
1,21.7,70.0,105.19
1,21.7,70.0,90.19
2,21.7,70.0,80.94
2,21.7,94.7,126.77
1,21.7,56.5,58.0
1,21.7,79.3,90.49
1,21.7,80.7,100.7
1,21.7,70.0,87.69
1,21.7,70.0,85.94
1,21.7,70.0,90.94
1,21.7,70.0,99.19
1,21.7,66.5,74.94
1,21.7,64.5,66.0
1,21.7,54.5,62.94
2,21.7,80.0,86.75
1,21.7,70.0,97.69
1,21.7,64.5,66.0
1,21.7,70.0,97.09
1,21.7,70.0,88.8
1,21.7,70.0,97.69
2,21.7,79.3,96.96
1,21.7,70.0,97.69
1,21.7,131.1,149.35
1,21.7,66.5,68.0
2,21.69,70.0,90.9
2,21.69,70.0,85.69
2,21.69,80.7,108.72
2,21.69,104.9,151.06
2,21.69,70.0,99.23
2,21.69,137.4,141.65
2,21.69,70.0,105.23
2,21.69,70.0,97.13
2,21.69,70.0,92.69
2,21.69,70.0,105.23
2,21.69,87.0,97.19
2,21.69,130.0,158.95
2,21.69,70.0,98.88
2,21.69,129.7,139.6
2,21.69,70.0,82.69
2,21.69,70.0,88.8
2,21.69,70.0,92.5
2,21.69,70.0,80.19
2,21.69,86.3,123.62
2,21.69,80.0,85.75
2,21.69,70.0,81.4
2,21.69,70.0,104.45
2,21.69,70.0,95.88
2,21.69,87.0,112.81
2,21.68,70.0,82.69
2,21.68,70.0,106.97
2,21.68,101.7,141.12
2,21.68,70.0,85.75
2,21.68,70.0,92.69
2,21.68,82.8,102.05
2,21.68,81.4,84.65
2,21.68,70.0,79.0
2,21.68,70.0,87.69
2,21.68,70.0,98.88
2,21.68,81.4,102.43
2,21.68,70.0,97.13
2,21.68,70.0,80.75
2,21.68,70.0,96.23
2,21.68,70.0,98.88
2,21.68,70.0,94.25
2,21.68,83.5,86.75
2,21.68,70.0,89.44
2,21.68,70.0,103.36
2,21.68,70.0,96.55
2,21.68,70.0,82.69
2,21.68,79.3,94.49
2,21.68,70.0,98.88
2,21.68,70.0,92.69
2,21.68,82.1,92.29
2,21.68,70.0,98.88
2,21.68,84.9,96.09
2,21.68,70.0,82.69
2,21.68,70.0,98.88
2,21.68,70.0,98.88
2,21.68,88.4,98.59
2,21.68,70.0,80.19
2,21.68,80.7,105.75
2,21.68,141.86,169.28
2,21.68,70.0,82.69
2,21.68,70.0,98.88
2,21.68,70.0,90.55
2,21.68,87.0,109.2
2,21.68,70.0,98.88
2,21.68,70.0,79.0
2,21.68,70.0,99.23
2,21.68,70.0,95.88
2,21.68,161.0,214.61
2,21.67,82.1,91.35
2,21.67,70.0,98.88
2,21.67,79.3,94.05
2,21.67,70.0,90.96
2,21.67,70.0,91.69
2,21.67,70.0,87.69
2,21.67,70.0,98.88
2,21.67,70.0,90.55
2,21.67,70.0,82.69
2,21.67,108.4,129.7
2,21.67,88.4,109.98
2,21.67,70.0,98.88
2,21.67,81.4,94.65
2,21.67,70.0,98.88
2,21.67,70.0,95.88
2,21.67,70.0,104.88
2,21.67,70.0,98.88
2,21.67,70.0,99.23
2,21.67,87.7,113.89
2,21.67,70.0,99.23
2,21.67,70.0,99.23
2,21.67,80.7,90.89
2,21.67,70.0,95.69
2,21.67,83.5,113.28
2,21.67,70.0,97.69
2,21.67,70.0,101.18
2,21.67,70.0,112.64
2,21.67,86.3,97.24
2,21.67,70.0,92.69
2,21.67,70.0,92.69
2,21.66,70.0,97.13
2,21.66,70.0,90.9
2,21.66,70.0,92.69
2,21.66,70.0,94.69
2,21.66,70.0,83.44
2,21.66,70.0,83.33
2,21.66,70.0,98.88
2,21.66,70.0,102.92
2,21.66,70.0,92.69
2,21.66,89.8,95.55
2,21.66,70.0,88.8
2,21.66,70.0,99.8
2,21.66,112.2,135.89
2,21.66,104.2,148.51
2,21.66,70.0,96.23
2,21.66,70.0,98.88
2,21.66,70.0,94.62
2,21.66,70.0,82.69
2,21.66,70.0,102.92
2,21.66,98.9,110.95
2,21.66,94.7,117.19
2,21.66,70.0,97.13
2,21.66,70.0,90.55
2,21.66,88.4,98.59
2,21.66,70.0,95.09
2,21.66,70.0,90.55
2,21.66,70.0,88.8
2,21.66,70.0,92.69
2,21.66,85.6,110.62
2,21.66,70.0,87.19
2,21.66,108.0,154.49
2,21.66,70.0,99.23
2,21.66,70.0,94.69
2,21.66,82.8,103.26
2,21.66,70.0,82.69
2,21.66,70.0,98.88
2,21.66,70.0,98.88
2,21.66,70.0,97.69
2,21.66,70.0,90.94
2,21.66,70.0,95.09
2,21.66,70.0,103.13
2,21.66,70.0,104.88
2,21.66,70.0,90.19
2,21.66,70.0,85.94
2,21.66,70.0,80.94
2,21.65,70.0,87.69
2,21.65,82.8,103.99
2,21.65,70.0,98.88
2,21.65,70.0,95.09
2,21.65,81.4,108.0
2,21.65,70.0,90.9
2,21.65,98.2,103.95
2,21.65,79.3,108.24
2,21.65,70.0,104.88
2,21.65,91.9,131.74
2,21.65,70.0,80.75
2,21.65,70.0,98.88
2,21.65,70.0,82.69
2,21.65,70.0,98.88
2,21.65,70.0,87.69
2,21.65,70.0,98.88
2,21.65,102.8,144.34
2,21.65,70.0,98.88
2,21.65,70.0,90.9
2,21.65,70.0,99.8
2,21.65,70.0,98.88
2,21.65,70.0,95.94
2,21.65,70.0,75.75
2,21.65,70.0,75.75
2,21.65,85.6,90.6
2,21.65,70.0,90.96
2,21.65,88.4,91.65
2,21.65,84.9,90.65
2,21.64,70.0,98.88
2,21.64,70.0,90.96
2,21.64,70.0,98.88
2,21.64,70.0,96.23
2,21.64,70.0,90.9
2,21.64,112.2,134.45
2,21.64,70.0,92.94
2,21.64,78.6,88.79
2,21.64,70.0,90.96
2,21.64,70.0,92.22
2,21.64,80.7,100.24
2,21.64,70.0,90.69
2,21.64,100.0,151.2
2,21.64,70.0,99.23
2,21.64,80.7,110.43
2,21.64,70.0,90.96
2,21.64,70.0,105.23
2,21.64,70.0,99.23
2,21.64,70.0,90.96
2,21.64,70.0,94.69
2,21.64,81.4,102.43
2,21.64,70.0,95.88
2,21.64,70.0,99.23
2,21.64,70.0,90.69
2,21.64,85.6,112.62
2,21.64,97.5,118.25
2,21.64,70.0,127.69
2,21.64,112.9,153.27
2,21.63,70.0,98.88
2,21.63,84.9,99.59
2,21.63,70.0,80.94
2,21.63,87.0,110.4
2,21.63,89.1,120.0
2,21.63,84.9,97.59
2,21.63,70.0,96.46
2,21.63,81.4,95.65
2,21.63,70.0,85.11
2,21.63,84.9,89.15
2,21.63,70.0,84.69
2,21.63,70.0,103.13
2,21.63,104.2,130.58
2,21.63,70.0,91.69
2,21.63,70.0,98.88
2,21.63,145.0,168.07
2,21.63,82.1,94.79
2,21.63,70.0,103.13
2,21.63,134.6,168.42
2,21.63,70.0,90.55
2,21.63,81.4,91.59
2,21.63,70.0,90.96
2,21.63,70.0,82.69
2,21.63,70.0,80.94
2,21.63,70.0,87.69
2,21.63,70.0,85.94
2,21.63,104.9,143.14
2,21.63,70.0,92.94
2,21.63,85.6,106.27
2,21.63,70.0,105.23
2,21.63,84.2,107.45
2,21.63,78.6,99.07
2,21.63,70.0,90.96
2,21.63,70.0,85.75
2,21.62,70.0,95.09
2,21.62,70.0,92.94
2,21.62,70.0,96.69
2,21.62,115.0,124.75
2,21.62,70.0,87.69
2,21.62,70.0,99.23
2,21.62,125.0,146.0
2,21.62,70.0,94.62
2,21.62,147.2,162.05
2,21.62,70.0,98.88
2,21.62,96.8,106.99
2,21.62,70.0,98.88
2,21.62,70.0,88.8
2,21.62,81.4,91.59
2,21.62,70.0,92.69
2,21.62,70.0,98.69
2,21.62,80.7,90.95
2,21.62,70.0,87.69
2,21.62,79.3,104.44
2,21.62,70.0,99.23
2,21.62,70.0,98.88
2,21.62,70.0,92.22
2,21.62,70.0,90.96
2,21.62,70.0,98.88
2,21.62,80.0,110.33
2,21.62,80.0,88.25
2,21.62,70.0,86.96
2,21.62,94.0,128.93
2,21.62,70.0,97.88
2,21.62,80.7,101.59
2,21.62,70.0,92.22
2,21.62,70.0,83.33
2,21.62,70.0,95.88
2,21.62,101.7,138.17
2,21.61,70.0,78.44
2,21.61,70.0,82.69
2,21.61,83.5,96.19
2,21.61,70.0,103.13
2,21.61,70.0,93.08
2,21.61,70.0,98.88
2,21.61,70.0,90.96
2,21.61,70.0,97.69
2,21.61,70.0,82.69
2,21.61,70.0,98.88
2,21.61,70.0,98.88
2,21.61,70.0,90.19
2,21.61,91.9,102.09
2,21.61,70.0,94.69
2,21.61,70.0,96.23
2,21.61,84.2,96.89
2,21.61,70.0,85.69
2,21.61,70.0,104.88
2,21.61,70.0,99.23
2,21.61,70.0,90.55
2,21.61,91.9,95.15
2,21.61,101.4,124.15
2,21.61,70.0,83.44
2,21.61,70.0,82.7
2,21.61,102.8,151.97
2,21.61,70.0,83.75
2,21.61,70.0,82.69
2,21.61,70.0,82.69
2,21.61,70.0,98.88
2,21.61,91.9,95.15
2,21.61,70.0,104.88
2,21.61,70.0,98.88
2,21.61,96.1,105.35
2,21.61,70.0,82.69
2,21.61,70.0,92.69
2,21.61,70.0,96.69
2,21.61,70.0,90.69
2,21.61,79.3,91.99
2,21.61,70.0,85.75
2,21.61,70.0,97.13
2,21.61,70.0,102.92
2,21.61,79.3,104.71
2,21.61,70.0,102.92
2,21.61,83.5,109.75
2,21.61,79.3,100.26
2,21.61,70.0,104.88
2,21.61,70.0,97.13
2,21.61,79.3,90.49
2,21.6,70.0,100.69
1,21.6,89.1,116.98
1,21.6,55.5,63.94
1,21.6,61.5,63.0
1,21.6,87.0,91.0
1,21.6,80.0,101.1
1,21.6,61.5,63.0
2,21.6,94.7,99.7
1,21.6,70.0,95.69
2,21.6,81.4,101.23
1,21.6,70.0,96.9
2,21.6,70.0,109.17
2,21.6,103.5,126.5
2,21.6,78.6,99.35
1,21.6,70.0,97.09
1,21.6,70.0,99.19
1,21.6,70.0,103.34
1,21.6,70.0,82.69
1,21.6,43.5,45.0
2,21.6,70.0,95.88
1,21.6,58.5,60.0
1,21.6,47.5,55.94
1,21.6,70.0,97.69
2,21.6,80.7,103.39
1,21.6,70.0,97.09
1,21.6,70.0,100.69
1,21.6,63.5,71.94
2,21.6,70.0,92.69
1,21.6,113.6,121.85
1,21.6,46.5,48.0
2,21.6,70.0,98.88
2,21.6,70.0,92.69
1,21.6,70.0,105.23
2,21.6,70.0,99.8
1,21.6,70.0,99.19
1,21.6,56.5,58.0
2,21.6,93.3,128.09
2,21.6,70.0,109.17
1,21.6,68.5,70.0
1,21.6,84.9,112.65
1,21.6,70.0,82.69
1,21.6,79.3,88.55
2,21.6,70.0,102.92
1,21.6,102.25,123.63
1,21.6,60.5,62.0
1,21.6,83.5,99.19
1,21.6,70.0,84.69
1,21.6,70.0,80.94
2,21.6,70.0,82.69
1,21.6,70.0,97.69
1,21.6,70.0,80.94
2,21.6,70.0,95.88
1,21.6,70.0,85.75
2,21.6,70.0,99.23
2,21.6,70.0,80.94
1,21.6,3.0,7.25
2,21.6,70.0,106.97
2,21.6,70.0,80.94
1,21.6,86.3,119.64
1,21.6,56.5,58.0
1,21.6,70.0,105.19
1,21.6,70.0,80.94
1,21.6,61.5,82.08
1,21.6,70.0,94.8
1,21.6,89.8,99.99
2,21.6,70.0,87.74
1,21.6,56.5,58.0
1,21.6,120.0,145.2
1,21.6,70.0,99.24
2,21.6,86.3,112.75
1,21.6,102.8,147.78
2,21.6,70.0,99.23
1,21.6,70.0,95.69
2,21.6,82.1,85.35
1,21.6,70.0,82.69
1,21.6,90.5,100.69
2,21.6,70.0,82.69
2,21.6,70.0,82.69
1,21.6,70.0,87.69
2,21.6,70.0,92.69
1,21.6,70.0,99.19
1,21.6,38.5,40.0
1,21.6,66.5,74.94
1,21.6,81.4,108.75
2,21.6,70.0,98.88
1,21.6,72.5,74.0
2,21.6,70.0,102.92
1,21.6,133.9,146.4
1,21.6,70.0,99.19
1,21.6,57.5,59.0
2,21.6,70.0,103.13
1,21.6,68.5,76.94
2,21.6,102.8,155.52
2,21.6,70.0,90.55
1,21.6,70.0,80.19
1,21.6,70.0,87.75
1,21.6,70.0,90.19
2,21.6,70.0,85.94
1,21.6,70.0,109.59
1,21.6,70.0,85.19
2,21.6,70.0,96.0
2,21.6,70.0,90.19
1,21.6,70.0,99.19
1,21.6,70.0,92.5
2,21.6,70.0,88.8
1,21.6,70.0,97.69
2,21.6,82.1,85.35
1,21.6,129.0,133.25
1,21.6,70.0,85.94
1,21.6,70.0,87.69
1,21.6,80.7,84.95
2,21.6,82.8,92.99
2,21.6,70.0,97.13
1,21.6,70.0,99.19
2,21.6,81.4,109.56
2,21.6,80.0,88.25
1,21.6,70.0,97.09
1,21.6,45.5,53.94
2,21.6,70.0,109.17
1,21.6,70.0,99.19
2,21.6,70.0,98.88
1,21.6,70.0,80.19
1,21.6,62.5,64.0
1,21.6,70.0,90.9
1,21.6,43.5,45.0
1,21.6,70.0,99.19
1,21.6,82.1,114.24
2,21.6,70.0,101.88
1,21.6,104.2,127.7
1,21.6,99.3,148.38
1,21.6,70.0,99.19
2,21.6,70.0,87.69
2,21.6,70.0,101.17
1,21.6,56.5,58.0
1,21.6,70.0,80.19
1,21.6,70.0,79.0
2,21.6,70.0,97.57
1,21.6,89.8,103.05
1,21.6,70.0,99.19
2,21.6,70.0,82.69
2,21.6,70.0,102.69
1,21.6,84.2,89.95
1,21.6,52.5,60.94
2,21.6,70.0,82.69
2,21.6,85.6,100.29
1,21.6,70.0,99.19
1,21.6,70.0,103.34
1,21.6,70.0,88.69
1,21.6,57.5,65.94
2,21.6,70.0,97.13
1,21.6,53.5,61.94
1,21.6,70.0,105.19
2,21.6,70.0,73.25
2,21.6,70.0,98.88
1,21.6,70.0,99.19
2,21.6,70.0,93.69
1,21.6,84.9,95.84
1,21.6,103.5,122.38
1,21.6,67.5,69.0
2,21.6,70.0,93.08
1,21.6,86.3,92.05
1,21.6,70.0,97.14
